No,Name,Phone,Address,Type
15416,Funky Gifts,01254 886 086,"Unit 2, Mill Street, Blackburn, Lancashire, BB6 7NN",Storage Facilities Operation Of
15417,The Arcade Cafe,01254 886 880,"Unit 2, Mill Street, Blackburn, Lancashire, BB6 7NN",Plastering And Related Building Services
15418,W.H. Oddie Limited,07792 132 599,"Unit 3, Mill Street, Blackburn, Lancashire, BB6 7NN",
15419,Hendon Trading Co. Ltd.,01257 451 983,"Foxhill, Tan House Lane, Blackburn, Lancashire, BB6 7UL",
15420,Yorkshire Bank Public Limited Company,07581 215 860,"Foxhill, Tan House Lane, Blackburn, Lancashire, BB6 7UL",Estate Management Services
15421,Yorkshire Bank,01254 887 157,"Unit 14, Mill Street, Blackburn, Lancashire, BB6 7NN",Car And Commercial Vehicle Repairs
15422,West Street Community Primary School,01254 888 000,"Mill Street, Great Harwood, Blackburn, Lancashire, BB6 7NN",Garage Related Services
15423,Unbound Brew Co Limited,3453000000,"21, Queen Street, Blackburn, Lancashire, BB6 7QN",Banks And Financial Institutions
15424,Max Enterprises Ltd,0808 102 4069,"Flat 3, Dukes Brow, James Avenue, Blackburn, Lancashire, BB6 7NW",Rest And Retirement Homes
15425,R. H. Berry & Son Ltd,01254 888 614,"Suite 15 Town Hall Square, Great Harwood, Bb6 7Dd, Blackburn, Lancashire, BB6 7DD",Clubs Social And Associations
15426,Pronto Pizzeria,3302020242,"Unit 1, The Chambers, Town Hall Square, Great Harwood, Lancashire Bb6 7Dd, Blackburn, Lancashire, BB6 7DD",Security Activities
15427,Colne Legion,01254 876 463,"Unit 2, The Enterprise Centre, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Commercial Premises Cleaning
15428,Calder View Care Home,0844 357 2495,"Unit 7, The Enterprise Centre, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Car Van And Truck Leasing And Contract Hire
15429,Ho King,01254 385 802,"8B, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Taxis And Private Hire Vehicles
15430,G B K,01254 888 614,"Unit 10, The Enterprise Centre, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Community Networks
15431,New Life Christian Centre Pentecostal,01254 607 080,"Old Town Hall Building, Town Hall Square, Great Harwood, Blackburn, Lancashire, BB6 7DD",Enterprise Agencies
15432,Newtown Nursery School,01254 884 836,"4-6, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Accounting Activities
15433,Anchor Sheltered Housing,01254 602 290,"Unit 3, The Enterprise Centre, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Counselling & Advice Services
15434,Anchor Hanover - Turney Crook Mews,01254 887 742,"8, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Taxis And Private Hire Vehicles
15435,Argos Colne (Inside Sainsbury's),01254 888 777,"8, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Taxis And Private Hire Vehicles
15436,Motability Scheme At West Riding Hyundai,3302020242,"Unit 1, The Enterprise Centre, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Burglar Alarm Systems
15437,Specsavers Opticians And Audiologists - Colne Sainsbury's,01254 886 886,"4-6, Town Hall Square, Blackburn, Lancashire, BB6 7DD",Telephone Helpline Services
15438,Flood Risk Consultancy Limited,01254 868 923,"29, Queen Street, Blackburn, Lancashire, BB6 7SA",Estate Management Services
15439,Burnley And Pendle Energy Assessors Ltd,01254 367 677,"29, Queen Street, Blackburn, Lancashire, BB6 7SA",Funeral Directors
15440,Colonel Ltd,07544 364 261,"38, George Street, Blackburn, Lancashire, BB6 7JF",Commercial Premises Cleaning
15441,Entwistle Green,01254 886 253,"1-3, Palatine Buildings, Glebe Street, Blackburn, Lancashire, BB6 7HQ",Post Offices
15442,Taxassist Direct Limited,3457223344,"Palatine Buildings, 1-3, Glebe Street, Great Harwood, Blackburn, Lancashire, BB6 7HQ",Post Offices
15443,School Brands,01254 829 750,"Bancroft Chambers, 6-8, Town Hall Street, Blackburn, Lancashire, BB6 7HB",Solicitors
15444,Snapes,01254 888 125,"Curate Street, Great Harwood, Blackburn, Lancashire, BB6 7DB",Cash Register And Epos Equipment
15445,Response Leaflet Distribution,01254 876 888,"14, Blackburn Road, Blackburn, Lancashire, BB6 7DE",Hairdressers (unisex)
15446,Northfolk St Garage,01254 883 989,"46-48, Blackburn Road, Blackburn, Lancashire, BB6 7DE",Vacuum Cleaners Sales And Repairers Of
15447,"Hallam Road Spend N Save, Best-One",01254 372 347,"8A, Blackburn Road, Blackburn, Lancashire, BB6 7DE",Coffee Shops
15448,Marsden News,07817 618 293,"26, Holgate Street, Blackburn, Lancashire, BB6 7JD",Security Equipment Installers
15449,"Spend N Save, Best-One",01254 882 895,"25, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Fast Food Delivery
15450,B&Q Nelson,01254 876 181,"45, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Beauty Consultants
15451,Tradepoint Nelson,01254 886 460,"49, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Opticians Ophthalmic
15452,Motability Scheme At Perrys Citroen Nelson,01254 876 197,"63, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Take Away Meal Outlets
15453,Motability Scheme At Perrys Peugeot Nelson,01254 887 777,"27, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Take Away Meal Outlets
15454,Cake Box Nelson,01254 877 856,"25, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Take Away Meal Outlets
15455,Specsavers Opticians And Audiologists - Nelson,01254 885 717,"21, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Newsagents
15456,Howdens – Nelson,01254 884 888,"73-75A, Blackburn Road, Blackburn, Lancashire, BB6 7DF",General And Convenience Stores
15457,Janet Stores,01254 611 299,"47, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Children And Babywear Retail
15458,Screwfix Nelson,01254 952 210,"15-17, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Cafes And Snack Bars
15459,Valley Health,07873 850 860,"23, Blackburn Road, Blackburn, Lancashire, BB6 7DF",Taxis And Private Hire Vehicles
15460,We Buy Any Car Nelson Turner Road,01254 877 288,"47, Queen Street, Blackburn, Lancashire, BB6 7QP",Dry Cleaners
15461,Chambers & Co,01254 885 492,"49, Queen Street, Blackburn, Lancashire, BB6 7QP",Florists
15462,Spar Westfield,0800 169 8787,"43, Queen Street, Blackburn, Lancashire, BB6 7QP",Residential Care Establishments
15463,Spar Nelson,01254 882 546,"39, Queen Street, Blackburn, Lancashire, BB6 7QP",Smokers Requisites
15464,Nelson Carpets Limited,01254 888 535,"Margaret House, Queen Street, Blackburn, Lancashire, BB6 7QP",Charities And Charitable Organisations
15465,Rees Clayton Solicitors Ltd,01772 611 000,"53-55, Queen Street, Blackburn, Lancashire, BB6 7QP",Second-hand Goods Retail Sale Of
15466,G S Pemberton Ltd,01254 877 082,"43, Queen Street, Blackburn, Lancashire, BB6 7QP",Charity Shops
15467,Hilton & Horsfall Ltd,01254 876 000,"61, Queen Street, Blackburn, Lancashire, BB6 7QP",Take Away Meal Outlets
15468,T & F Steel Designs Limited,01254 885 330,"31, Queen Street, Blackburn, Lancashire, BB6 7QP",Computer Repair And Maintenance Services
15469,Roar Consult Ltd,01254 877 266,"59, Queen Street, Blackburn, Lancashire, BB6 7QP",Hairdressers (unisex)
15470,Home First Interiors Limited,01254 877 288,"47, Queen Street, Blackburn, Lancashire, BB6 7QP",Laundries
15471,Ah Interior (Nelson) Ltd,0800 440 011,"35, Queen Street, Blackburn, Lancashire, BB6 7QP",Bookmakers And Turf Accountants
15472,Chilroch Limited,01254 829 777,"41, Queen Street, Blackburn, Lancashire, BB6 7QP",Charity Shops
15473,Medina Poultry Products,01254 881 970,"45, Queen Street, Blackburn, Lancashire, BB6 7QP",Estate Agents
15474,Dezyre Ltd,01254 885 492,"49, Queen Street, Blackburn, Lancashire, BB6 7QP",Florists
15475,Smartypants Exclusive Childcare Limited,020 7678 7583,"Queen Street, Great Harwood, Blackburn, Lancashire, BB6 7QQ",Financial Services
15476,Carepoint Hc Limited,07946 152 510,"26, Queen Street, Blackburn, Lancashire, BB6 7QQ",Public Houses Activities Of
15477,Delta Bearing Services Ltd,01254 880 140,"30, Queen Street, Blackburn, Lancashire, BB6 7QQ",
15478,Vb Media News Limited,01254 886 396,"22-24, Queen Street, Blackburn, Lancashire, BB6 7QQ",Beer Wine And Spirit (retail)
15479,Dave Burnett Vehicle Solutions Limited,07814 764 417,"32, Queen Street, Blackburn, Lancashire, BB6 7QQ",Household Stores
15480,Fleetseen Limited,01254 883 508,"14A, Queen Street, Blackburn, Lancashire, BB6 7QQ",
15481,Fitzpatricks (Uk) Ltd,01254 886 666,"14A, Queen Street, Blackburn, Lancashire, BB6 7QQ",Take Away Meal Outlets
15482,Swaledale A.T.V. Limited,01254 889 283,"42, Queen Street, Blackburn, Lancashire, BB6 7QQ",Hairdressers (unisex)
15483,Pendle Taxi Limited,01254 884 619,"44, Queen Street, Blackburn, Lancashire, BB6 7QQ",Take Away Meal Outlets
15484,Graham Booth Plastering Limited,01200 427 472,"Hollins Farm, Slaidburn Road, Clitheroe, Lancashire, BB7 3JQ",Gardening Services
15485,Footwear Plus Ltd,01200 423 883,"Unit 12 Deanfield Court, Link 59 Business Park, Clitheroe, Lancashire, BB7 1QS",Motor Vehicle Mechanics
15486,Hughes Accounting Limited,01200 422 675,"Dovetail Suite 22A Moor Lane, Clitheroe, Lancashire, BB7 1BE",Home Care Service Providers
15487,Allround Marketing Ltd,01254 824 529,"103A King Street, Clitheroe, Lancashire, BB7 9SW",Funeral Services
15488,Zoeftig (Tostig) Ltd,01200 444 254,"40 York St, Clitheroe, Lancashire, BB7 2DL",Mobility Equipment
15489,The Rocking Horse Club Pendle Ltd,07570 774 105,"32 Colthirst Drive, Clitheroe, Lancashire, BB7 2EJ",Driving Schools
15490,Reedley Service Centre Limited,01200 422 173,"Bawdlands Garage, Bawdlands, Clitheroe, Lancashire, BB7 2LA",Mobility Equipment
15491,Reroom Ltd,01200 423 108,"Greenacre Street, Clitheroe, Lancashire, BB7 1ED",Mobility Equipment
15492,Churchill House Ltd,01200 760 006,"6-8 Castle Street, Clitheroe, Lancashire, BB7 2BX",Mobility Equipment
15493,First Aid Roofing And Building,0161 222 2222,"Pod On Car Park, Clitheroe Cricket Club, Chatburn Road, Clitheroe, Lancashire, BB7 2AS",Car Dealers (new & Used)
15494,Eyesite Brierfield Ltd,07939 683 136,"Unit 34, Mitton Rd Business Park, Mitton Rd, Clitheroe, Lancashire, BB7 9YE",Building Construction Contractors
15495,Daisy Chain Ltd,01200 425 125,"38 Henthorn Road, Clitheroe, Lancashire, BB7 2NU",Convenience Stores
15496,Premier Inn Burnley Hotel,01200 445 075,"The Workshop, Burnley Road, Gisburn, Clitheroe, Lancashire, BB7 4ET",Manufacturers General
15497,Macerator Pumps Uk,01200 423 928,"Unit 13 Deanfield Court, Link 59 Business Park, Clitheroe, Lancashire, BB7 1QS",Agricultural Engineers
15498,Hartley Foulds Funeral Directors,01200 428 784,"Shawbridge Street, Clitheroe, Lancashire, BB7 1NA",Discount Centres
15499,Dr Flue,3452661705,"Moor Lane, Clitheroe, Lancashire, BB7 1BE",Departmental Stores
15500,We Buy Any Car Burnley,01254 823 278,"40 King Street, Whalley, Clitheroe, Lancashire, BB7 9SL",Paving Supplies
15501,Briercliffe Road Dental Practice,3334553073,"Whalley Road, Barrow, Clitheroe, Lancashire, BB7 9BN",Estate Agents
15502,Motability Scheme At Evans Halshaw Ford Burnley,3334553073,"Waddington Road, Clitheroe, Lancashire, BB7 2JD",Estate Agents
15503,Gardener's Retreat,3333558480,"Waddington Road, Clitheroe, Lancashire, BB7 2JD",Estate Agents
15504,Queen Victoria Brewers Fayre,3333558480,"Mitton Road, Clitheroe, Lancashire, BB7 9RX",Estate Agents
15505,Well Burnley - Browhead Road,3457888444,"York Street, Clitheroe, Lancashire, BB7 2DN",Banks And Financial Institutions
15506,Dove Court Care Home,3301234982,"Burnley Road, Gisburn, Clitheroe, Lancashire, BB7 4JJ",Holiday Parks And Camps
15507,Stanley House Veterinary Group - Burnley,01200 427 622,"30 Castle Street, Clitheroe, Lancashire, BB7 2BX",Building Societies
15508,Right Care Lancashire Ltd,01254 823 280,"60 King Street, Whalley, Clitheroe, Lancashire, BB7 9SN",Supermarkets
15509,Tesco Esso Express,3330112112,"Barrow Brook Trade Park, North Road, Clitheroe, Lancashire, BB7 9QZ",Hardware
15510,Evans Halshaw Ford Burnley,01200 406 155,"3 King Street, Clitheroe, Lancashire, BB7 2EL",Opticians Ophthalmic
15511,Ford Transit Centre Burnley,3456779176,"Duck St, Clitheroe, Lancashire, BB7 1LP",Supermarkets
15512,Towneley Garden Centre,3456021997,"7 Church Street, Clitheroe, Lancashire, BB7 2DD",Banks And Financial Institutions
15513,Rowlands Pharmacy Briercliffe Road,0844 248 0844,"39 Castle Street, Clitheroe, Lancashire, BB7 2BT",Couriers
15514,Spar Eastern Avenue,01200 442 957,"Castle View, Clitheroe, Lancashire, BB7 2DT",Rest And Retirement Homes
15515,Asbestos Control Solutions Limited,01200 442 550,"Union Street, Low Moor, Clitheroe, Lancashire, BB7 2NH",Rest And Retirement Homes
15516,Ajk Real Estate Ltd,01254 822 239,"Whalley Road, Clitheroe, Lancashire, BB7 9WF",Restaurants
15517,Worsthorne Mini Skips Limited,01254 825 804,"Ribble Valley Enterprise Park, Holm Road, Barrow, Clitheroe, Lancashire, BB7 9WF",Restaurants
15518,Stanbury Consultancy Limited,0800 042 0800,"Whalley Road, Clitheroe, Lancashire, BB7 1HT",Grocers
15519,The Original Sleep Company Limited,07950 754 564,"28 Malkin Street, Clitheroe, Lancashire, BB7 2RW",Architectural Services
15520,Kirkwells Limited,01200 444 012,"Moor Lane, Clitheroe, Lancashire, BB7 1BE",Supermarkets
15521,Ben Shaw Training Ltd,3456407888,"Queensway, Clitheroe, Lancashire, BB7 1AU",Home Improvement
15522,Fortress Wrought Iron Limited,01200 422 277,"Salthill Garage, Salthill Road, Clitheroe, Lancashire, BB7 1NU",Tyre Dealers
15523,N. C. Gas Services Ltd,01200 423 686,"Primrose Garage Whalley Road, Primrose Garage, Clitheroe, Lancashire, BB7 1HU",Restaurants
15524,Clearwater Solicitors Limited,01254 825 701,"Holm Road, Ribble Valley Enterprise Park, Clitheroe, Lancashire, BB7 9WF",Supermarkets
15525,Lees Chippy Ltd,01200 429 894,"Primrose Garage Whalley Road, Whalley Road, Clitheroe, Lancashire, BB7 1HU",Convenience Stores
15526,Crc Design Limited,01274 532 722,"14, Whalley Road, Clitheroe, Lancashire, BB7 1AW",Taxis And Private Hire Vehicles
15527,Corlay,07990 960 738,"7 Primrose Gardens, Primrose Road, Lancs Bb7 1Ea, Clitheroe, Lancashire, BB7 1EA",Builders
15528,Daisy Chain (Burnley) Limited,020 7793 4002,"9, Rydal Place, Clitheroe Road, Clitheroe, Lancashire, BB7 4JY",Research And Laboratory Based Activities
15529,Zzen Engineering Ltd,01200 426 010,"100, Lowergate, Clitheroe, Lancashire, BB7 1AG",Builders
15530,Tachyon Performance Ltd,028 9060 2299,"9, Rydal Place, Clitheroe Road, Clitheroe, Lancashire, BB7 4JY",E-commerce
15531,Bcw Manufacturing Group Limited,01200 422 150,"97, Chatburn Road, Clitheroe, Lancashire, BB7 2AS",Financial Advisers (independent)
15532,Sn Consult Limited,01200 447 435,"Chadwicks Barn, Settle Road, Clitheroe, Lancashire, BB7 4NT",Roofing Contracting Services
15533,First Click Solutions Ltd,01200 426 272,"11, Southfield Drive, Clitheroe, Lancashire, BB7 4TU",Landscape Contractors
15534,Brian Hanson Ltd,01200 425 697,"28-30, Duck Street, Clitheroe, Lancashire, BB7 1LP",Surveyors And Valuers
15535,Flames Grill Ltd,01535 500 910,"Station House Training Centre, Station Road, Clitheroe, Lancashire, BB7 9RT",
15536,Mb Aerospace Holdings Limited,01200 445 113,"Unit 1D, Mill Lane, Clitheroe, Lancashire, BB7 4LN",
15537,Bcw Engineering Ltd,01254 827 276,"Stonyhurst, Clitheroe, Lancashire, BB7 9PZ",Education Services
15538,R&J Barker Freight Ltd,01254 690 048,"26, Hawthorn Road, Clitheroe, Lancashire, BB7 9EE",Electronic Equipment And Component Manufacture
15539,Christina Clegg Financial Planning Services Limited,01706 830 803,"Suite 5-6, The Printworks, Ribble Valley Enterprise Park, Hey Road, Clitheroe, Lancashire, BB7 9WB",Business Services
15540,Xpert Auto Hire Ltd,01200 449 700,"Suite 9, Grindleton Business Centre, Lancashire Bb7 4Dh, Clitheroe, Lancashire, BB7 4DH",Letting Agents
15541,Platinum Exclusive Travel Limited,01254 823 334,"Unit 11, Whalley Industrial Pk, Clitheroe Rd, Barrow, Clitheroe, Lancashire, BB7 9WP",Cosmetics & Beauty Products Retailer
15542,Scout Association(The),0808 156 1606,"Station Road, Clitheroe, Lancashire, BB7 2JT",Business Services
15543,Worsthorne Social Club Limited,01200 444 484,"Unit 2-3, Hawthorn Industrial Park, Up Brooks, Clitheroe, Lancashire, BB7 1PL",
15544,Accrued Plastic Limited,01792 891 919,"Little Mearley Hall Cottage, Clitheroe, Lancashire, BB7 1QA",Electrical Contractors And Electricians
15545,Reedfield Property Management Ltd,01200 414 714,"Enterprise Works, Salthill Road, Clitheroe, Lancashire, BB7 1PE",
15546,Rectella International Limited,01200 443 207,"32-36, Moor Lane, Clitheroe, Lancashire, BB7 1BE",
15547,Lancashire Property Management Ltd,0114 255 4663,"Casa Lago, 1, Woodlands Park, Clitheroe, Lancashire, BB7 9UG",
15548,Makan Estate Ltd,07891 040 626,"108, Pasturelands Drive, Clitheroe, Lancashire, BB7 9LJ",Civil Engineers
15549,Awa Accountants Ltd,028 9756 1488,"2, Whitethorne Fold, Clitheroe, Lancashire, BB7 9YQ",Assessors
15550,Allied Packaging Machinery Limited,01200 409 800,"Chapel House, 5, Shaw Bridge Street, Clitheroe, Lancashire, BB7 1LY",Newspapers Publishing
15551,Sweet Dreams (Nelson) Limited,01200 440 427,"Fairfield, Ribblesdale View, Clitheroe, Lancashire, BB7 4BB",Design Consultants
15552,Calico Homes Limited,01772 603 224,"Unit 1, The Old Sawmill, Shaw Bridge Street, Clitheroe, Lancashire, BB7 1LY",Car And Commercial Vehicle Repairs
15553,Dollareast Uk Money Transfer Limited,07487 249 810,"5, Hippings Way, Clitheroe, Lancashire, BB7 2PQ",
15554,Rc Digital Media Limited,07890 512 853,"D S M C A Ltd, Station House Tra, Station Road, Lancashire Bb7 9Rt, Clitheroe, Lancashire, BB7 9RT",Car And Commercial Vehicle Repairs
15555,Kirin Soaps Limited,01200 421 599,"16, York Street, Clitheroe, Lancashire, BB7 2DL",Arts Centres
15556,Abiden Rest Home,01200 400 571,"2Nd Floor Offices, 5, Church Street, Clitheroe, Lancashire, BB7 2DD",Builders
15557,Pll Solutions Cic,07768 992 308,"Station Road, Whalley, Clitheroe, Lancashire, BB7 9RT",Plumbers
15558,Phil Riley Ltd,01200 444 411,"Unit 1 Deanfield, Link 59 Business Park, Clitheroe, Lancashire, BB7 1QS",Holding Companies Management Activities
15559,Knight Scaffolds,01254 828 810,"53 King Street, Whalley, Clitheroe, Lancashire, BB7 9SP",Estate Agents
15560,Caeruleum Projects Ltd,07590 308 984,"Suite 5-6, The Printworks, Ribble Valley Enterprise Park, Hey Road, Clitheroe, Lancashire, BB7 9WB",Management And Business Consultants
15561,Caeruleum Photography,01200 426 788,"Unit 14 Primrose Business Park, Primrose Rd, Lancs Bb7 1Dr, Clitheroe, Lancashire, BB7 1DR",Builders
15562,Julie's Housemaid Service's Ltd,01200 426 788,"Unit 14 Primrose Business Park, Primrose Road, Clitheroe, Lancashire, BB7 1DR",Builders
